Patient ID,First Name,Last Name,Date of Birth,Gender,SSN,Phone Number,Medical Condition,Medication,Street Address,City,State,Zip Code
P190111,Kristin,Banks,1943-05-15,Male,409-59-5948,238-309-7754,High Cholesterol,Topiramate,4385 Washington Row,Lake Lindaview,WI,12432
P955687,Matthew,Moore,1982-05-08,Male,842-02-3584,784-531-3751,High Cholesterol,Sumatriptan,293 Timothy Vista,North Geraldchester,HI,83606
P841055,Richard,Schwartz,1977-06-28,Female,061-58-4138,721-289-0672,Flu,Ranitidine,064 Gary Plains,Timothyville,ND,06396
P842676,Randy,Clarke,1968-06-04,Female,510-31-5824,855-909-4654,Migraine,Loratadine,582 Tony Throughway Apt. 079,West Larryberg,CO,23981
P972654,Lauren,Booth,2003-06-17,Female,472-52-0824,489-319-4079,Cough,Atorvastatin,2445 Jimenez Park Suite 190,Josetown,OR,51348
P145176,Michael,Schmitt,1995-05-14,Female,226-47-7473,341-831-5070,Cough,Trazodone,3123 Barnes Extension Suite 595,Matthewhaven,MD,92022
P855602,Scott,Hill,1946-12-20,Male,627-17-5885,919-961-2687,Acid Reflux,Rosuvastatin,98948 Humphrey Causeway,Martinezhaven,OR,86325
P783650,Maria,Barnett,1977-05-30,Female,324-52-9571,521-436-1413,Acid Reflux,Sertraline,664 Erickson Vista Apt. 690,Sawyertown,MT,20578
P580452,Kimberly,Shelton,1954-07-18,Male,531-87-7232,313-299-8690,Insomnia,Losartan,862 Quinn View,Port Keithmouth,PA,85495
P550168,Samantha,Suarez,1983-06-14,Male,545-71-1672,494-613-0730,High Cholesterol,Fexofenadine,63210 David Springs,Lake Michelle,OR,23064
P805898,Carl,Carter,1958-12-13,Female,572-88-9340,311-444-3739,High Cholesterol,Zolpidem,6910 Gross Corner Apt. 090,Tiffanyfurt,TX,31383
P558802,James,Ferguson,1985-09-30,Male,384-31-3074,951-483-7937,High Cholesterol,Peramivir,844 Paul Brooks Suite 625,Jamesburgh,DE,81476
P915190,Patricia,Taylor,1979-10-02,Female,619-01-9630,976-429-0674,Asthma,Codeine,969 Sullivan Squares Suite 052,Lake Kaylee,SC,52969
P511602,Rachel,Sheppard,2005-05-14,Male,670-10-8158,618-654-5282,Cough,Montelukast,81721 Jeremy Crescent,Barnestown,MN,85666
P812375,James,Nguyen,2001-05-05,Male,352-01-5529,851-246-6181,Cough,Ranitidine,72372 Ashley Road,East Kimberly,ME,53218
P769165,Christopher,Richard,1977-02-07,Male,035-40-2685,600-592-9807,Diabetes,Trazodone,9994 Victor Fall,Mcmahontown,ME,59663
P220360,Micheal,Kramer,1983-06-14,Female,545-71-1672,729-297-4284,Cough,Celecoxib,63210 David Springs,Lake Michelle,OR,23064
P18481,Amy,George,1959-03-03,Male,774-35-4388,255-755-0771,Diabetes,Fluticasone,785 Thompson Row Apt. 053,North Jasmineborough,NH,25376
P238409,William,Johnson,1993-09-02,Female,749-61-4259,759-849-1056,Insomnia,Montelukast,825 Stuart Shoal Apt. 308,Troyville,WA,92767
P578969,James,Brown,1980-06-20,Female,109-13-2860,342-300-8301,Cough,Fexofenadine,1100 Justin Island Suite 924,Hobbsport,DE,64257
P849887,Jorge,Cantu,1971-08-04,Male,105-35-1015,886-220-6976,Flu,Peramivir,705 Steve Street,Alexhaven,MH,56251
P75899,Andrea,Jimenez,1963-04-01,Male,308-20-5365,279-722-8930,Acid Reflux,Montelukast,84211 John Forest,North Barbarashire,TN,24072
P151322,Thomas,Ford,1957-05-30,Male,262-41-2187,975-790-8780,Acid Reflux,Oseltamivir,390 Miller Pine Suite 724,East Mike,NH,93475
P465836,Katherine,Young,1953-04-14,Female,767-87-3464,745-336-8237,Depression,Oseltamivir,87064 Navarro Causeway,South Juan,MH,69090
P517960,Isabella,Johnson,1996-05-16,Male,865-17-7314,275-295-6453,Cough,Fluoxetine,769 Blake Radial,Davidberg,WV,93720
P85026,Joshua,Clark,1975-05-25,Female,717-64-8681,708-336-6254,Cough,Esomeprazole,31768 Boyd Village,East Michaelborough,WV,88431
P952967,James,Jenkins,1975-05-29,Female,097-01-9267,482-333-6809,Diabetes,Amlodipine,95781 Perez Parkways Suite 355,Isabellahaven,MA,83579
P201790,Kristopher,Rivera,1958-12-13,Male,572-88-9340,836-433-7251,Arthritis,Omeprazole,6910 Gross Corner Apt. 090,Tiffanyfurt,TX,31383
P387918,Mario,Haynes,1943-03-16,Female,653-19-2238,792-273-2429,Allergies,Propranolol,25526 Williams Summit,New Lindaborough,DC,87375
P167970,David,Rice,1955-07-07,Male,592-37-3617,429-545-2862,Depression,Fluticasone,2124 Jessica Greens Apt. 346,Daniellebury,ME,79644
P935550,Anthony,Daniels,1950-10-05,Female,241-21-7139,926-872-0254,Arthritis,Fluticasone,73966 Mercedes Run,Thomaston,OH,51167
P425340,Marc,Cox,1943-03-16,Female,653-19-2238,790-464-7189,Allergies,Ibuprofen,25526 Williams Summit,New Lindaborough,DC,87375
P124030,Christina,Lambert,1972-10-18,Male,507-10-7038,565-573-6345,Migraine,Fexofenadine,85228 Susan Streets,Robinfort,ND,45777
P912423,Christopher,Palmer,1979-03-15,Female,464-40-2060,443-978-6752,Cough,Naproxen,199 Pineda Trail Apt. 554,Port Bradleyburgh,CT,11008
P519120,Gary,Butler,2001-11-06,Female,437-84-3928,225-683-0137,Depression,Guaifenesin,5520 Sean Bypass,New Josephfort,OK,09649
P636482,Sonya,Howard,1997-09-06,Female,205-13-9997,337-797-7045,Arthritis,Cetirizine,4649 Ashley Lakes,Lake Richard,CO,30881
P965761,Joanna,Collins,1963-12-01,Female,484-06-5170,433-801-6442,Hypertension,Loratadine,72074 Dean Stravenue,Ramosbury,IL,54332
P205189,Rebecca,Mckinney,1947-09-01,Female,637-75-4346,644-494-9562,Asthma,Amlodipine,5660 Wilson Avenue,East Arielton,GA,44482
P404358,Donna,King,1985-01-29,Male,182-99-5886,503-291-0656,Insomnia,Celecoxib,72368 Munoz Spur Suite 426,Garzaberg,FL,59609
P475881,Gina,Douglas,1996-05-01,Female,512-39-0886,711-707-0387,Depression,Montelukast,730 Hickman Drive,Hubbardfort,WA,90118
P357153,Courtney,Horton,1988-09-18,Male,270-04-4749,383-626-0430,Depression,Dextromethorphan,48869 Juan Burg,West Robert,PR,34454
P764469,Sarah,Martin,1995-11-26,Male,042-74-8783,888-951-6167,Diabetes,Sertraline,797 Dana Knoll Suite 809,Port Joel,AL,37079
P594444,Tony,Neal,1987-08-13,Female,569-09-6769,681-617-8840,Hypertension,Fluoxetine,1342 Samuel Turnpike Suite 080,Williamsberg,NC,45273
P467236,Holly,Brooks,1948-10-28,Male,250-11-6538,870-528-7927,Arthritis,Celecoxib,518 Christine Points Suite 431,New Stanleychester,WV,30713
P407569,John,Love,1984-09-17,Male,133-94-1962,990-891-8008,Hypertension,Albuterol,4689 Jacobs Radial,West Tina,NC,92326
P63125,Denise,Vega,1958-09-22,Male,113-13-8839,584-423-9689,Flu,Naproxen,53725 Hurst Courts,Jeffreyshire,AZ,50120
P428225,Bradley,Adams,1995-05-16,Male,345-73-5708,301-717-5821,Diabetes,Insulin,14580 Ronald Ranch,New Meghan,MH,24422
P856525,Robert,Frazier,1946-09-05,Male,308-85-8493,959-267-2201,Depression,Insulin,06439 Jesse Squares Suite 649,Port Chaseside,SD,25250
P702012,Nicole,Reyes,1985-09-30,Female,384-31-3074,494-752-0083,Arthritis,Oseltamivir,844 Paul Brooks Suite 625,Jamesburgh,DE,81476
P959073,Craig,Wolfe,1998-05-11,Male,820-22-8313,855-383-5095,Depression,Fluoxetine,442 Foley Viaduct,New Andrew,OR,44810
P168359,David,Gibbs,2002-06-17,Male,235-69-3772,822-622-7937,Migraine,Guaifenesin,25781 Smith Port Apt. 328,Lake Brittney,KS,19084
P643478,Michael,Robinson,1991-05-29,Female,512-18-3710,901-472-7788,High Cholesterol,Sumatriptan,37959 Rice Ridge Suite 647,Wrightmouth,FM,93740
P185300,Jeffrey,Williams,1950-03-11,Female,783-52-9579,919-623-8971,Acid Reflux,Guaifenesin,0207 Ramos Hollow Apt. 172,North Elizabeth,WA,76988
P16256,Maria,Costa,1990-07-01,Male,016-44-2107,711-993-7690,Diabetes,Trazodone,46044 Nelson Shoals Apt. 570,New Roberthaven,MD,84524
P668471,Judy,Skinner,1974-10-01,Female,861-39-9410,556-884-9241,Depression,Loratadine,793 Kenneth Camp,Port Karenton,AZ,13889
P660956,Lisa,Faulkner,1975-01-26,Female,837-80-3492,222-319-3838,Allergies,Albuterol,5891 April Forges,Peterhaven,VT,24017
P350351,Andrea,Ross,1958-08-16,Female,894-80-9348,794-788-5571,Migraine,Peramivir,2948 Brittany Pike,East Stevenmouth,VI,34749
P333999,Darrell,Holt,1961-12-07,Female,450-52-6125,639-652-8834,Allergies,Escitalopram,8285 Reed Underpass,Jeremyborough,VT,16639
P230830,Dana,Lewis,2005-01-20,Female,685-07-3667,303-818-9034,Arthritis,Losartan,66896 Julie Well,East Johnborough,MI,98790
P593214,James,Edwards,1946-12-12,Male,441-48-2855,411-669-8413,Diabetes,Omeprazole,215 Norman Plain Suite 483,East Kentbury,SC,49159
P859171,Ashley,Brown,1974-12-23,Male,541-36-1383,817-575-9006,Asthma,Atorvastatin,0369 Young Cliffs Suite 379,Murphyside,NC,07307
P639309,John,Harper,2002-10-22,Male,036-20-9257,854-230-3145,Insomnia,Cetirizine,7641 Curtis Drives Apt. 341,Dyerton,MN,65982
P75037,Dustin,Roberts,1998-06-04,Male,533-47-9179,488-454-9756,Depression,Sertraline,403 French Dam Suite 661,Morganland,TX,43228
P527620,Steven,Myers,1980-06-20,Female,109-13-2860,552-440-8808,Allergies,Albuterol,1100 Justin Island Suite 924,Hobbsport,DE,64257
P515382,Eric,Evans,2005-09-10,Male,135-13-5487,964-241-0116,Cough,Zanamivir,41471 Mary Falls,North Johnstad,MP,70876
P223284,Justin,Burke,1978-03-31,Female,740-90-9983,938-232-5837,Arthritis,Dextromethorphan,2107 David Passage Suite 007,Josephfurt,CT,82175
P820959,Ronald,Ryan,1990-12-25,Female,491-40-1720,971-556-2687,Depression,Omeprazole,5776 Mark Mews,South Travis,DE,53183
P885585,Roger,Smith,1945-05-08,Male,879-91-6239,986-914-0404,Depression,Esomeprazole,773 Martin Falls,Kerriville,CT,59045
P495789,Robin,Powell,1961-09-17,Male,327-60-7884,306-789-8974,Insomnia,Oseltamivir,81978 Contreras Ramp,Bobbymouth,HI,92755
P322791,Sarah,Parks,1964-12-21,Male,605-74-9731,212-376-0714,Insomnia,Trazodone,304 Johnson Drive,New Logan,ND,32254
P780658,Bryan,Joseph,1951-12-11,Female,311-85-1868,349-320-5521,Flu,Lisinopril,44014 Charles Via Suite 949,North Kimberlybury,SD,14756
P416214,Thomas,Gordon,2004-08-02,Female,688-56-4058,259-591-1236,Acid Reflux,Cetirizine,1258 Patrick Throughway,Gloriaton,PA,53511
P118287,Shannon,Rivera,1981-04-03,Male,544-62-2661,255-292-7993,Asthma,Lisinopril,27415 Johnson Mission,Derricktown,IN,96108
P921168,Sandra,Mendez,1977-06-28,Female,061-58-4138,662-754-4857,Diabetes,Esomeprazole,064 Gary Plains,Timothyville,ND,06396
P823401,Jasmine,Henry,1943-03-22,Male,429-69-2483,958-401-5280,Flu,Losartan,085 Harper Row,South Richardborough,MP,77531
P210821,Gregory,Robinson,1964-08-29,Female,564-21-6897,805-756-2646,Asthma,Montelukast,951 Atkinson Spur Apt. 880,Pattersonberg,PA,02459
P370429,Jeremiah,Carlson,1983-07-26,Male,706-14-3375,727-282-3772,Cough,Fexofenadine,195 Daniels Street,Lake Erica,MP,28811
P644688,Rachel,Frederick,1988-03-21,Female,530-99-9465,732-873-1734,Cough,Amlodipine,866 Johnson Unions,Riveraberg,MO,95145
P384623,Mark,Brown,1952-12-25,Female,168-60-5695,347-834-8222,High Cholesterol,Escitalopram,5739 Robinson Crossing Apt. 250,Dunnberg,IA,62917
P74079,Erin,Romero,1990-07-01,Female,016-44-2107,938-620-3457,Asthma,Fluticasone,46044 Nelson Shoals Apt. 570,New Roberthaven,MD,84524
P811585,Joseph,Perez,1948-01-03,Female,339-41-8473,719-614-5555,Arthritis,Celecoxib,907 Ramirez Gardens Apt. 580,Nguyenchester,OH,45624
P263900,William,Sanders,1945-10-22,Male,414-42-8532,650-867-7288,Asthma,Atorvastatin,89904 Monica Neck,Davidhaven,LA,09265
P597586,Isaiah,Griffin,1998-05-11,Male,820-22-8313,439-239-6098,Diabetes,Atorvastatin,442 Foley Viaduct,New Andrew,OR,44810
P176227,John,Patterson,1982-11-11,Male,824-16-1802,635-907-7668,Insomnia,Gliclazide,151 Adam Alley,New Patrick,MD,72110
P736223,Jacob,Tucker,2002-07-05,Female,517-55-9474,882-324-4307,Depression,Topiramate,0138 Andrew Lodge,East Brianland,IL,84971
P572784,Sarah,Clark,1952-12-25,Female,168-60-5695,372-625-5642,Cough,Ranitidine,5739 Robinson Crossing Apt. 250,Dunnberg,IA,62917
P873750,Ivan,Brown,1981-11-16,Male,596-74-0886,738-664-7046,Acid Reflux,Ibuprofen,35065 Bruce Street,Port Brett,ID,25114
P323435,Mathew,Martin,1957-06-28,Male,223-77-9075,487-315-4038,Depression,Doxepin,1951 Vargas Estate Apt. 404,New Amandaville,MA,43237
P116430,Andrea,Beltran,1958-11-09,Male,565-96-4556,425-387-5306,Diabetes,Codeine,2740 Henry Keys Apt. 522,Crosschester,NE,06317
P97914,Katherine,Brooks,1959-02-02,Female,715-34-8265,876-802-3475,Diabetes,Oseltamivir,34685 Austin Crossroad Apt. 976,Beverlymouth,MI,42653
P352246,Emily,Garrett,1987-05-24,Female,673-67-6867,966-222-8767,Hypertension,Montelukast,54694 Strickland Mountains Apt. 433,South Jenniferhaven,OH,74721
P884076,Robert,Williams,1969-02-02,Female,752-75-4829,589-919-1825,Acid Reflux,Sumatriptan,03577 Daniels Centers,Kristenport,CO,36046
P727352,Joy,Lopez,1996-05-16,Male,865-17-7314,911-979-8165,Depression,Oseltamivir,769 Blake Radial,Davidberg,WV,93720
P478517,Bryan,Cortez,1961-07-08,Female,394-05-5255,678-377-5033,Hypertension,Ibuprofen,8553 Pamela Creek,Valenciaberg,NC,07087
P505098,Paula,Rice,1970-12-18,Female,208-64-8571,571-730-0961,Flu,Loratadine,3249 Aaron Extensions Apt. 538,Franklinport,CA,08579
P787644,Richard,Rodriguez,1948-11-01,Female,068-98-2476,974-320-3693,Hypertension,Insulin,26981 Ana Passage Apt. 531,Port Amanda,NM,74529
P683136,Ashley,Michael,2000-12-14,Female,736-86-3988,670-469-9364,Migraine,Propranolol,388 Cruz Plains Apt. 237,Jamesview,GA,05499
P858432,Heather,Flores,1958-08-03,Female,831-54-1364,893-827-6753,Cough,Lisinopril,2190 Whitney Street Suite 318,Brittanyland,CT,98214
P359606,Crystal,Riley,1990-06-10,Female,180-79-9791,731-293-5805,Flu,Sertraline,2983 Gordon Throughway,West Elizabethbury,ME,27672
P339706,Amber,Phillips,2003-06-17,Male,472-52-0824,956-443-3935,Hypertension,Losartan,2445 Jimenez Park Suite 190,Josetown,OR,51348
P484492,Joyce,Pierce,1997-08-19,Female,620-97-3998,560-875-2685,Flu,Simvastatin,2865 Trujillo Glens,Bondville,IN,38119
P959798,Alexandra,Chavez,1974-05-05,Female,044-58-5018,415-449-0975,Arthritis,Loratadine,67766 Nathaniel Lock Apt. 921,South Scott,MH,55045
P995902,Melissa,Ortiz,1979-05-30,Female,113-07-0056,600-726-8189,Allergies,Esomeprazole,8226 Gene Hollow,Lake Mark,CT,50068
P560610,Philip,Rivers,1985-02-20,Female,468-76-3515,921-258-2168,Hypertension,Fluticasone,34063 Rhodes Cliff,South Abigail,OK,96815
P89277,Richard,Watts,1950-08-28,Male,206-36-5416,924-241-9004,Depression,Simvastatin,183 Williams Pine,South Cheyenneton,MS,50676
P123837,Michael,Brown,1993-01-15,Male,376-87-1059,996-706-2014,Arthritis,Albuterol,5750 Santos Tunnel Apt. 756,Robertstad,GU,44853
P96106,John,Dixon,2004-11-10,Female,256-53-8899,825-696-9441,Asthma,Loratadine,110 Chan Summit,South Danielberg,NH,32219
P727566,Emma,Davis,1998-08-21,Female,177-69-2442,660-435-9189,High Cholesterol,Fexofenadine,480 Banks Knolls Apt. 776,Powersfort,UT,82507
P362339,Daniel,Thomas,2004-07-06,Male,734-53-4782,497-976-6061,Diabetes,Losartan,450 Farrell Trail Apt. 918,Jenniferberg,MS,05598
P565671,Brittany,Tucker,1974-12-07,Male,859-96-4437,322-712-4337,Arthritis,Insulin,19689 Ramirez Common Suite 748,Ericstad,IL,40633
P596995,Curtis,Chapman,1992-11-18,Female,286-68-6826,664-468-4492,High Cholesterol,Gliclazide,4631 Bennett Islands,Port Crystal,IA,39454
P875571,Michael,Tapia,1992-06-26,Male,326-77-8930,423-879-0666,Hypertension,Zolpidem,018 Powell Shores Suite 324,New Frederickmouth,FM,92336
P644034,Alisha,Herrera,1982-02-18,Male,699-73-2131,929-832-6681,Depression,Losartan,66426 Martin Islands Apt. 679,West Lindsayborough,NM,55389
P432314,Cynthia,Roberts,2001-06-03,Female,812-77-3011,926-905-1742,Cough,Ranitidine,9938 Washington Passage,Alisonland,KY,03159
P311742,David,Shepard,1985-12-30,Female,692-26-8303,720-674-2390,Insomnia,Metformin,922 Tara Unions Apt. 804,Tommymouth,MD,75173
P581342,Shawna,Lee,2003-09-28,Female,215-02-6254,995-641-1577,Cough,Doxepin,72265 Hernandez Streets,Cynthiatown,OR,13814
P482116,Kevin,Torres,1955-02-01,Female,671-75-2689,902-309-6372,Flu,Atorvastatin,318 Russell Ramp,Barbaraton,ND,16064
P670108,Michael,Friedman,1964-12-12,Male,166-55-7014,874-930-2865,Migraine,Escitalopram,0885 Anderson Junction,East Teresa,NY,59847
P190271,Susan,Freeman,1974-12-07,Female,859-96-4437,789-535-0071,Insomnia,Topiramate,19689 Ramirez Common Suite 748,Ericstad,IL,40633
P243435,Craig,Wood,1954-07-11,Female,273-05-3644,888-907-9527,Flu,Peramivir,298 Rhodes Knolls,East Kelly,GU,80106
P611708,Brent,Jordan,1977-02-03,Female,441-06-7587,930-326-0269,Migraine,Atorvastatin,61803 Erickson Tunnel Suite 578,Crawfordville,VT,15350
P727065,Dwayne,Davis,1966-12-16,Male,249-33-6996,953-245-7183,Migraine,Codeine,9635 Murray Mall Apt. 981,New Jorgefort,LA,83490
P721317,Nicholas,Washington,2001-11-06,Female,437-84-3928,209-862-8806,Allergies,Fluoxetine,5520 Sean Bypass,New Josephfort,OK,09649
P167907,David,Wolfe,1959-04-30,Male,678-88-1128,249-220-8697,Diabetes,Sertraline,8460 Calhoun Avenue,Aaronview,MN,01471
P179629,Amber,Smith,1984-09-17,Male,605-94-2990,995-430-0035,High Cholesterol,Amlodipine,714 Sanders Roads Suite 585,Dianeport,ID,68667
P430529,Tommy,Lewis,1965-08-29,Female,012-27-9224,395-699-6876,Allergies,Zanamivir,799 Ariel Lights Apt. 068,West Nicholasfurt,CO,59811
P351720,Frank,Ford,2004-02-16,Female,394-40-7644,279-354-1693,Hypertension,Codeine,6933 Kelly Trail,Hendersonport,CT,58539
P263508,Juan,Ponce,2001-09-26,Female,794-05-5228,808-604-9486,Cough,Insulin,47641 Johnny Greens,North Jose,ID,76223
P445089,Jennifer,Welch,1971-06-28,Female,018-68-9124,614-980-3404,Depression,Fluoxetine,964 Moss Manor Apt. 131,South Donna,OR,58300
P814679,Lori,Clark,1955-09-29,Male,190-38-4780,247-752-6062,Cough,Ranitidine,4038 Yang Square Apt. 660,Thompsonberg,MN,24973
P506267,George,Miller,1966-04-04,Male,249-89-8646,511-344-9629,Flu,Esomeprazole,152 Phillips Courts,North Andrew,TN,34554
P202630,Shelby,Shelton,1991-05-29,Male,512-18-3710,376-444-5377,Allergies,Sumatriptan,37959 Rice Ridge Suite 647,Wrightmouth,FM,93740
P837761,Sharon,Barnes,1988-11-01,Female,151-87-6900,564-963-8340,Cough,Omeprazole,89168 Misty Lake Suite 520,Jacobland,NJ,24078
P669835,Jacqueline,Reid,1956-10-27,Male,405-62-2807,957-857-6827,Asthma,Sertraline,139 Price Knoll Apt. 953,Port Randallfort,DC,74722
P786265,Laurie,Adams,2004-05-02,Female,261-44-7005,260-716-0671,High Cholesterol,Albuterol,7895 Dennis Ferry Apt. 806,Markfort,NY,38078
P59736,Michele,Holmes,1969-01-16,Male,159-10-3457,843-550-5921,Depression,Codeine,598 Campbell Mall,Christopherport,DE,21794
P435199,Eileen,Rogers,1982-11-11,Female,824-16-1802,434-971-6489,Insomnia,Losartan,151 Adam Alley,New Patrick,MD,72110
P381068,Alison,Johnson,1974-01-06,Female,865-07-0504,424-414-2386,Allergies,Oseltamivir,57947 Quinn Lake Suite 744,East Robertbury,MD,24059
P976213,Charles,Holmes,2005-09-10,Female,135-13-5487,230-629-5889,Depression,Albuterol,41471 Mary Falls,North Johnstad,MP,70876
P711369,Timothy,Patton,1956-01-18,Male,644-20-7258,376-640-4037,Insomnia,Cetirizine,11785 Crystal Way,Dannyborough,ME,39454
P970157,William,Alexander,1948-10-20,Male,338-50-2634,815-982-3986,Diabetes,Albuterol,734 William Spring,East Dean,MO,77051
P36251,Matthew,Glenn,1998-04-14,Female,275-19-6768,285-861-0752,Asthma,Lisinopril,5109 Leon Locks Suite 901,East Ambertown,DE,71119
P786248,Diane,Flowers,1953-11-10,Male,048-43-7356,596-511-2736,Migraine,Celecoxib,848 Taylor Crescent Apt. 366,Turnershire,OR,41001
P169264,Samuel,Stevenson,1992-02-16,Male,238-99-8106,496-416-1542,Asthma,Topiramate,08367 Adam Junction Suite 482,North Joseph,MN,65788
P661836,David,Beck,1979-08-12,Male,625-82-0727,727-829-9819,High Cholesterol,Dextromethorphan,888 Gordon Inlet Suite 017,Elizabethport,VT,26065
P774164,Susan,Chambers,1990-04-28,Male,354-54-1147,367-477-1713,Cough,Codeine,974 Mccoy Place,South Angelachester,WA,39670
P947986,Julie,Mata,1982-10-17,Male,002-27-3204,402-303-5881,Insomnia,Propranolol,7765 Combs Center Apt. 250,South Martinmouth,ND,33985
P951047,Blake,Waters,1949-11-07,Female,106-46-9709,961-543-0777,Depression,Metformin,901 Saunders Greens Suite 560,Wilsonmouth,NM,06380
P741615,Catherine,Davis,1983-07-26,Male,706-14-3375,998-537-4368,Acid Reflux,Simvastatin,195 Daniels Street,Lake Erica,MP,28811
P916336,Carol,Bennett,1980-03-13,Female,084-84-4168,307-227-6412,Migraine,Esomeprazole,75133 Mark Ranch,North Kyleborough,CA,15801
P337401,Mary,Ponce,1958-04-07,Male,166-50-7170,277-782-7348,Arthritis,Topiramate,12585 Nelson View,Griffithborough,WA,70805
P128286,Kelly,Wallace,1943-03-16,Male,653-19-2238,379-330-7553,Depression,Omeprazole,25526 Williams Summit,New Lindaborough,DC,87375
P323652,Larry,Hunter,1984-12-04,Male,317-01-0702,985-437-2097,Diabetes,Fluoxetine,1381 Daniel Walk Suite 993,Lake Devonborough,SD,64678
P90515,Christine,Holmes,1951-12-11,Male,311-85-1868,316-451-3558,Flu,Metformin,44014 Charles Via Suite 949,North Kimberlybury,SD,14756
P512721,Janet,Gardner,1943-08-13,Female,256-23-8710,906-560-6117,Migraine,Gliclazide,91061 John Springs,Adamsbury,AZ,63927
P10199,Steven,Perez,1959-10-22,Male,239-99-7457,368-461-1556,Acid Reflux,Propranolol,6229 Seth Forges Suite 487,Harrisshire,UT,04494
P131026,Caitlyn,Smith,1997-07-31,Female,413-81-4310,522-622-9910,Acid Reflux,Amlodipine,31092 Hubbard Ways,Douglastown,PW,82625
P89929,Andrew,Barnes,1986-05-23,Male,312-66-6704,434-571-3391,Diabetes,Albuterol,4727 Trujillo Neck,North Alexanderbury,IA,31865
P797339,Richard,Lee,1967-12-18,Male,229-05-1213,533-788-1609,Insomnia,Losartan,309 Brenda Drive,Suemouth,MP,38225
P626329,Sharon,Mcfarland,1963-02-25,Male,209-01-1597,929-556-7096,Migraine,Fluoxetine,48180 Kristen Camp,Michellechester,MO,26347
P219869,Gabriel,Austin,2000-05-02,Male,315-60-4375,543-666-6922,Diabetes,Rosuvastatin,73488 Salazar Spur Apt. 119,South Jacob,MN,69113
P356816,Robert,Murphy,1946-10-12,Male,331-78-9978,550-500-0353,Acid Reflux,Lisinopril,600 Sims Harbor Suite 613,North Dale,NE,80111
P221194,Christopher,Brown,1981-04-03,Female,544-62-2661,661-273-0898,Arthritis,Celecoxib,27415 Johnson Mission,Derricktown,IN,96108
